Fecha,Hora,Temperatura (°C),Humedad (%)
2025-10-19,17:14:41,28.0,44.3
2025-10-19,17:16:41,28.1,44.6
2025-10-19,17:17:41,28.1,43.7
2025-10-19,17:18:41,28.0,41.7
2025-10-19,17:19:41,28.0,42.2
2025-10-19,17:20:41,28.0,44.1
2025-10-19,17:21:41,28.0,46.1
2025-10-19,17:22:41,28.0,44.2
2025-10-19,17:23:41,28.0,43.5
2025-10-19,17:24:41,28.0,40.9
2025-10-19,17:25:41,28.0,42.1
2025-10-19,17:26:42,28.0,42.9
2025-10-19,17:27:42,28.0,41.3
2025-10-19,17:28:42,28.0,45.4
2025-10-19,17:29:42,28.0,45.1
2025-10-19,17:30:42,28.0,43.2
2025-10-19,17:31:42,27.9,42.0
2025-10-19,17:32:42,28.0,37.4
2025-10-19,17:33:44,28.1,37.3
2025-10-19,17:34:46,28.1,36.7
2025-10-19,17:35:48,28.1,36.6
2025-10-19,17:36:50,28.3,36.3
2025-10-19,17:37:52,28.4,35.7
2025-10-19,17:38:54,28.5,39.6
2025-10-19,17:39:57,28.5,37.0
2025-10-19,17:40:59,28.3,34.9
2025-10-19,17:42:01,28.2,40.3
2025-10-19,17:43:01,28.1,37.0
2025-10-19,17:44:04,28.1,37.4
2025-10-19,17:45:06,28.0,37.5
2025-10-19,17:46:08,27.9,35.6
2025-10-19,17:47:10,27.8,36.1
2025-10-19,17:48:12,27.7,36.3
2025-10-19,17:49:14,27.7,37.0
2025-10-19,17:50:16,27.7,35.8
2025-10-19,17:51:18,27.7,36.4
2025-10-19,17:52:21,27.6,35.0
2025-10-19,17:53:24,27.5,35.0
2025-10-19,17:54:26,27.5,35.6
2025-10-19,17:55:28,27.5,35.2
2025-10-19,17:56:29,27.4,36.1
2025-10-19,17:57:31,27.4,36.7
2025-10-19,17:58:33,27.3,36.8
2025-10-19,17:59:35,27.3,36.1
2025-10-19,18:00:37,27.2,36.6
2025-10-19,18:01:38,27.2,36.4
2025-10-19,18:02:41,27.3,36.7
2025-10-19,18:03:43,27.3,35.6
2025-10-19,18:04:45,27.3,35.7
2025-10-19,18:05:47,27.3,38.0
2025-10-19,18:06:49,27.3,35.2
2025-10-19,18:07:52,27.3,35.6
2025-10-19,18:08:55,27.3,35.9
2025-10-19,18:09:59,27.2,36.2
2025-10-19,18:11:03,27.3,36.1
2025-10-19,18:12:08,27.3,36.3
2025-10-19,18:13:13,27.3,36.9
2025-10-19,18:14:19,27.3,36.3
2025-10-19,18:15:24,27.3,37.3
2025-10-19,18:16:29,27.3,37.3
2025-10-19,18:17:34,27.3,36.1
2025-10-19,18:18:39,27.4,36.5
2025-10-19,18:19:44,27.4,37.4
2025-10-19,18:20:49,27.4,36.7
2025-10-19,18:21:53,27.3,36.8
2025-10-19,18:22:58,27.3,36.6
2025-10-19,18:24:03,27.3,36.2
2025-10-19,18:25:08,27.3,36.0
2025-10-19,18:26:13,27.2,35.8
2025-10-19,18:27:17,27.1,36.1
2025-10-19,18:28:22,27.1,36.1
2025-10-19,18:29:27,27.1,37.1
2025-10-19,18:30:32,27.1,36.5
2025-10-19,18:31:39,27.1,36.9
2025-10-19,18:32:43,27.1,36.2
2025-10-19,18:34:52,27.0,36.3
2025-10-19,18:35:53,27.0,36.2
2025-10-19,18:36:53,27.0,36.7
2025-10-19,18:37:54,27.0,36.8
2025-10-19,18:38:54,27.0,36.6
2025-10-19,18:39:54,27.0,37.0
2025-10-19,18:40:55,27.0,37.2
2025-10-19,18:41:55,27.0,36.4
2025-10-19,18:42:55,27.1,36.3
2025-10-19,18:43:55,27.0,36.8
2025-10-19,18:44:56,27.0,37.0
2025-10-19,18:45:56,27.0,36.7
2025-10-19,18:46:57,27.0,37.3
2025-10-19,18:47:57,27.0,38.3
2025-10-19,18:48:57,27.0,36.5
2025-10-19,18:49:57,27.0,35.9
2025-10-19,18:50:58,27.0,35.8
2025-10-19,18:57:23,27.0,35.5
2025-10-19,18:58:24,27.0,36.9
2025-10-19,18:59:24,27.0,35.9
2025-10-19,19:00:24,27.0,36.7
2025-10-19,19:01:25,27.0,35.8
2025-10-19,19:02:25,26.9,36.1
2025-10-19,19:03:25,27.0,37.4
2025-10-19,19:04:25,27.0,37.1
2025-10-19,19:05:25,27.0,36.0
2025-10-19,19:06:26,27.0,36.5
2025-10-19,19:07:26,27.0,38.6
2025-10-19,19:08:29,27.0,36.3
2025-10-19,19:09:30,26.9,36.7
2025-10-19,19:10:31,26.9,36.1
2025-10-19,19:11:32,26.9,36.4
2025-10-19,19:12:32,26.9,37.8
2025-10-19,19:13:32,26.9,36.6
2025-10-19,19:14:33,26.9,36.3
2025-10-19,19:15:33,26.9,36.8
2025-10-19,19:16:34,26.9,36.5
2025-10-19,19:17:34,26.9,36.5
2025-10-19,19:18:35,27.0,36.4
2025-10-19,19:19:35,27.0,37.5
2025-10-19,19:20:36,27.0,37.1
2025-10-19,19:21:36,27.0,36.8
2025-10-19,19:22:37,27.0,37.1
2025-10-19,19:23:38,26.9,36.8
2025-10-19,19:24:39,26.8,37.1
2025-10-19,19:25:39,26.7,36.7
2025-10-19,19:26:40,26.7,37.8
2025-10-19,19:27:40,26.6,37.9
2025-10-19,19:28:40,26.7,37.8
2025-10-19,19:29:40,26.8,37.7
2025-10-19,19:30:40,26.8,37.8
2025-10-19,19:31:41,26.8,37.9
2025-10-19,19:32:41,26.8,38.1
2025-10-19,19:33:42,26.8,38.4
2025-10-19,19:34:42,26.7,37.9
2025-10-19,19:35:42,26.6,38.8
2025-10-19,19:36:43,26.4,38.3
2025-10-19,19:37:43,26.3,38.6
2025-10-19,19:38:44,26.2,41.2
2025-10-19,19:39:44,26.2,38.7
2025-10-19,19:40:45,26.2,38.6
2025-10-19,19:41:45,26.1,39.0
2025-10-19,19:42:45,26.1,39.7
2025-10-19,19:43:46,25.9,39.8
2025-10-19,19:44:46,25.9,40.2
2025-10-19,19:45:46,25.8,40.5
2025-10-19,19:46:47,25.7,40.6
2025-10-19,19:47:48,25.6,41.1
2025-10-19,19:48:48,25.6,41.1
2025-10-19,19:49:48,25.6,41.2
2025-10-19,19:50:48,25.6,41.9
2025-10-19,19:51:49,25.6,42.0
2025-10-19,19:52:50,25.6,41.7
2025-10-19,19:53:50,25.6,42.3
2025-10-19,19:54:50,25.5,42.7
2025-10-19,19:55:51,25.3,42.7
2025-10-19,19:56:51,25.3,42.5
2025-10-19,19:57:52,25.2,42.5
2025-10-19,19:58:53,25.2,42.7
2025-10-19,19:59:53,25.2,42.9
2025-10-19,20:00:54,25.2,43.4
2025-10-19,20:01:54,25.2,43.2
2025-10-19,20:02:55,25.2,43.3
2025-10-19,20:03:56,25.2,43.2
2025-10-19,20:04:56,25.1,43.3
2025-10-19,20:05:56,25.1,43.2
2025-10-19,20:06:57,25.1,43.4
2025-10-19,20:07:57,25.1,43.4
2025-10-19,20:08:58,25.0,43.9
2025-10-19,20:09:58,25.0,44.0
2025-10-19,20:10:59,25.0,44.1
2025-10-19,20:11:59,24.9,44.1
2025-10-19,20:12:59,24.9,44.1
2025-10-19,20:14:00,24.9,44.0
2025-10-19,20:15:01,24.8,44.1
2025-10-19,20:16:01,24.8,44.4
2025-10-19,20:17:02,24.7,44.4
2025-10-19,20:18:03,24.7,44.6
2025-10-19,20:19:03,24.6,44.2
2025-10-19,20:20:03,24.6,44.3
2025-10-19,20:21:04,24.6,44.3
2025-10-19,20:22:05,24.5,44.2
2025-10-19,20:23:05,24.5,44.2
2025-10-19,20:24:06,24.5,44.2
2025-10-19,20:25:06,24.5,44.2
2025-10-19,20:26:07,24.5,44.1
2025-10-19,20:27:07,24.4,44.1
2025-10-19,20:28:07,24.4,44.9
2025-10-19,20:29:07,24.4,45.4
2025-10-19,20:30:07,24.4,45.6
2025-10-19,20:31:08,24.4,45.6
2025-10-19,20:32:08,24.5,45.4
2025-10-19,20:33:08,24.5,45.1
2025-10-19,20:34:08,24.5,45.0
2025-10-19,20:35:08,24.5,44.9
2025-10-19,20:36:09,24.5,45.0
2025-10-19,20:37:10,24.5,44.9
2025-10-19,20:39:10,24.6,44.8
2025-10-19,20:40:10,24.6,44.6
2025-10-19,20:41:11,24.6,44.5
2025-10-19,20:42:11,24.7,44.5
2025-10-19,20:43:11,24.6,44.5
2025-10-19,20:44:11,24.6,44.5
2025-10-19,20:45:11,24.6,44.6
2025-10-19,20:46:12,24.6,44.5
2025-10-19,20:47:12,24.6,45.1
2025-10-19,20:48:12,24.6,44.8
2025-10-19,20:49:12,24.6,44.7
2025-10-19,20:50:13,24.5,44.8
2025-10-19,20:51:13,24.5,44.9
2025-10-19,20:52:14,24.4,44.9
2025-10-19,20:53:14,24.4,44.8
2025-10-19,20:54:14,24.4,45.2
2025-10-19,20:55:14,24.4,44.8
2025-10-19,20:56:15,24.4,44.7
2025-10-19,20:57:15,24.4,45.0
2025-10-19,20:59:16,24.3,45.1
2025-10-19,21:00:16,24.3,45.9
2025-10-19,21:01:16,24.3,45.8
2025-10-19,21:02:17,24.3,46.1
2025-10-19,21:03:17,24.3,46.4
2025-10-19,21:04:17,24.3,46.5
2025-10-19,21:05:17,24.4,45.8
2025-10-19,21:06:18,24.4,45.4
2025-10-19,21:07:18,24.4,45.6
2025-10-19,21:08:19,24.4,46.1
2025-10-19,22:16:23,22.8,45.8
2025-10-19,22:17:23,22.9,44.4
2025-10-19,22:18:24,22.9,44.3
2025-10-19,22:19:24,22.8,45.5
2025-10-19,22:20:25,22.9,45.1
2025-10-19,22:21:25,22.9,44.8
2025-10-19,22:22:25,22.9,44.4
2025-10-19,22:23:26,22.9,44.9
2025-10-19,22:24:26,22.9,44.8
2025-10-19,22:25:27,22.9,44.5
2025-10-19,22:26:27,22.8,44.4
2025-10-19,22:27:28,22.8,44.9
2025-10-19,22:28:28,22.8,45.4
2025-10-19,22:29:28,22.8,45.4
2025-10-19,22:30:29,22.8,44.7
2025-10-19,22:31:29,22.8,44.7
2025-10-19,22:32:29,22.7,45.0
2025-10-19,22:33:29,22.8,44.7
2025-10-19,22:34:29,22.7,44.6
2025-10-19,22:35:30,22.7,44.7
2025-10-19,22:40:50,22.7,44.2
2025-10-19,22:41:51,22.7,44.9
2025-10-19,22:42:51,22.7,44.9
2025-10-19,22:43:52,22.6,45.4
2025-10-19,22:44:52,22.6,45.0
2025-10-19,22:45:53,22.6,44.5
2025-10-19,22:46:53,22.5,44.6
2025-10-19,22:47:53,22.5,44.4
2025-10-19,22:48:54,22.5,44.7
2025-10-19,22:49:54,22.5,44.6
2025-10-19,22:50:54,22.4,44.2
2025-10-19,22:51:55,22.4,44.5
2025-10-19,22:52:55,22.4,44.5
2025-10-19,22:53:56,22.3,45.7
2025-10-19,22:54:57,22.3,46.2
2025-10-19,22:55:57,22.3,46.2
2025-10-19,22:56:58,22.3,46.7
2025-10-19,22:57:58,22.3,46.4
2025-10-19,22:58:59,22.2,46.4
2025-10-19,22:59:59,22.2,46.0
2025-10-19,23:00:59,22.2,46.0
2025-10-19,23:01:59,22.1,45.9
2025-10-19,23:03:00,22.1,46.4
2025-10-19,23:04:00,22.1,46.0
2025-10-19,23:05:00,22.0,45.6
2025-10-19,23:06:02,22.0,45.6
2025-10-19,23:07:03,21.9,45.4
2025-10-19,23:08:03,21.9,45.4
2025-10-19,23:09:04,21.9,45.4
2025-10-19,23:10:05,21.8,45.4
2025-10-19,23:11:06,21.8,45.4
2025-10-19,23:12:06,21.8,45.9
2025-10-19,23:13:07,21.9,45.4
2025-10-19,23:14:07,21.9,45.2
2025-10-19,23:15:07,22.0,45.0
2025-10-19,23:16:09,22.0,44.9
2025-10-19,23:17:10,22.0,44.7
2025-10-19,23:18:11,22.0,44.9
2025-10-19,23:19:11,22.0,44.9
2025-10-19,23:20:12,22.1,44.6
2025-10-19,23:21:13,22.1,44.5
2025-10-19,23:22:14,22.1,44.2
2025-10-19,23:23:14,22.1,44.1
2025-10-19,23:24:18,22.1,44.7
2025-10-19,23:25:19,22.0,44.4
2025-10-19,23:26:19,22.1,44.7
2025-10-19,23:27:20,22.0,44.9
2025-10-19,23:28:21,22.0,45.0
2025-10-19,23:29:22,22.1,45.0
2025-10-19,23:30:22,22.1,44.8
2025-10-19,23:37:48,22.1,43.8
2025-10-19,23:38:48,22.1,44.6
2025-10-19,23:39:48,22.1,43.9
2025-10-19,23:40:48,22.1,43.4
2025-10-19,23:41:49,22.1,43.3
2025-10-19,23:42:49,22.1,43.4
2025-10-19,23:43:50,22.1,43.8
2025-10-19,23:44:50,22.1,43.7
2025-10-19,23:45:50,22.0,43.4
2025-10-19,23:46:50,22.0,43.7
2025-10-19,23:47:51,22.0,44.1
2025-10-19,23:51:01,21.9,45.2
2025-10-19,23:52:01,21.9,45.6
2025-10-19,23:53:02,22.0,45.4
2025-10-19,23:54:02,22.0,45.9
2025-10-19,23:55:02,22.0,45.8
2025-10-19,23:56:03,22.1,45.2
2025-10-19,23:57:03,22.1,45.5
2025-10-19,23:58:03,22.1,45.6
2025-10-19,23:59:04,22.1,46.0
