Fecha,Hora,Temperatura (°C),Humedad (%)
2025-10-08,17:36:34,26.9,41.1
2025-10-08,17:36:36,27.0,41.2
2025-10-08,17:36:38,27.0,41.2
2025-10-08,17:36:40,27.0,41.1
2025-10-08,17:36:42,27.0,41.0
2025-10-08,17:36:44,27.0,41.4
2025-10-08,17:36:46,27.0,41.6
2025-10-08,17:36:48,27.0,41.7
2025-10-08,17:36:50,27.0,41.6
2025-10-08,17:36:52,27.0,41.5
2025-10-08,17:36:54,27.0,41.4
2025-10-08,17:36:56,27.0,41.4
2025-10-08,17:36:58,27.0,41.3
2025-10-08,17:37:00,27.0,41.3
2025-10-08,17:37:02,27.0,41.3
2025-10-08,17:37:04,27.0,41.3
2025-10-08,17:37:06,27.0,41.2
2025-10-08,17:37:09,27.0,41.3
2025-10-08,17:37:11,27.0,41.2
2025-10-08,17:37:13,27.0,41.2
2025-10-08,17:37:15,27.0,41.1
2025-10-08,17:37:17,27.0,41.1
2025-10-08,17:37:19,27.0,41.1
2025-10-08,17:37:21,27.0,41.0
2025-10-08,17:37:23,27.0,41.0
2025-10-08,17:37:25,27.0,41.0
2025-10-08,17:37:27,27.0,41.0
2025-10-08,17:37:29,27.0,41.0
2025-10-08,17:37:31,27.0,41.2
2025-10-08,17:37:43,27.0,41.1
2025-10-08,17:38:43,27.0,41.1
2025-10-08,18:03:12,26.6,42.8
2025-10-08,18:03:14,26.6,42.7
2025-10-08,18:03:16,26.6,42.6
2025-10-08,18:03:28,26.6,42.6
2025-10-08,18:03:30,26.6,42.5
2025-10-08,18:03:32,26.6,42.5
2025-10-08,18:03:34,26.6,42.4
2025-10-08,18:03:36,26.6,42.3
2025-10-08,18:03:38,26.6,42.2
2025-10-08,18:03:40,26.6,42.2
2025-10-08,18:03:42,26.6,42.2
2025-10-08,18:03:44,26.6,42.1
2025-10-08,18:03:46,26.6,42.1
2025-10-08,18:03:48,26.6,42.2
2025-10-08,18:03:50,26.5,42.2
2025-10-08,18:03:52,26.5,42.1
2025-10-08,18:03:54,26.6,42.2
2025-10-08,18:03:56,26.6,42.2
2025-10-08,18:03:58,26.6,42.3
2025-10-08,18:04:00,26.6,42.3
2025-10-08,18:04:02,26.5,42.4
2025-10-08,18:04:04,26.6,42.9
2025-10-08,18:04:06,26.6,43.1
2025-10-08,18:04:08,26.5,43.1
2025-10-08,18:04:10,26.6,43.1
2025-10-08,18:04:12,26.5,43.1
2025-10-08,18:04:14,26.5,43.1
2025-10-08,18:04:16,26.6,43.2
2025-10-08,18:04:18,26.6,43.2
2025-10-08,18:04:20,26.6,43.2
2025-10-08,18:04:22,26.6,43.2
2025-10-08,18:04:24,26.6,43.2
2025-10-08,18:04:26,26.6,43.2
2025-10-08,18:04:28,26.6,43.2
2025-10-08,18:04:30,26.6,43.1
2025-10-08,18:04:32,26.6,43.1
2025-10-08,18:04:34,26.6,43.1
2025-10-08,18:04:36,26.6,43.0
2025-10-08,18:04:38,26.6,42.9
2025-10-08,18:04:40,26.5,42.9
2025-10-08,18:04:42,26.6,42.8
2025-10-08,18:04:44,26.6,42.8
2025-10-08,18:04:46,26.5,42.7
2025-10-08,18:04:48,26.6,42.7
2025-10-08,18:04:50,26.5,42.6
2025-10-08,18:04:52,26.6,42.6
2025-10-08,18:04:54,26.5,42.6
2025-10-08,18:04:56,26.6,42.6
2025-10-08,18:04:58,26.6,42.5
2025-10-08,18:05:00,26.5,42.4
2025-10-08,18:05:02,26.6,42.3
2025-10-08,18:05:04,26.6,42.3
2025-10-08,18:05:06,26.6,42.2
2025-10-08,18:05:08,26.6,41.9
2025-10-08,18:05:10,26.6,41.8
2025-10-08,18:05:12,26.6,41.7
2025-10-08,18:05:14,26.5,41.7
2025-10-08,18:05:16,26.6,41.6
2025-10-08,18:05:18,26.6,41.6
2025-10-08,18:05:20,26.6,41.6
2025-10-08,18:05:22,26.6,41.6
2025-10-08,18:05:24,26.6,41.7
2025-10-08,18:05:26,26.6,41.7
2025-10-08,18:05:28,26.6,41.8
2025-10-08,18:05:30,26.6,41.9
2025-10-08,18:05:32,26.6,41.9
2025-10-08,18:05:34,26.6,42.0
2025-10-08,18:05:36,26.6,42.0
2025-10-08,18:05:38,26.6,42.0
2025-10-08,18:05:40,26.6,42.0
2025-10-08,18:05:42,26.6,42.0
2025-10-08,18:05:44,26.6,42.0
2025-10-08,18:05:46,26.6,41.9
2025-10-08,18:05:48,26.6,41.9
2025-10-08,18:05:50,26.6,41.7
2025-10-08,18:05:52,26.6,41.5
2025-10-08,18:05:54,26.6,41.4
2025-10-08,18:05:56,26.6,41.3
2025-10-08,18:05:58,26.6,41.3
2025-10-08,18:06:00,26.6,41.2
2025-10-08,18:06:02,26.6,41.1
2025-10-08,18:06:04,26.6,41.1
2025-10-08,18:06:06,26.6,41.0
2025-10-08,18:06:08,26.6,40.9
2025-10-08,18:06:10,26.6,40.9
2025-10-08,18:06:12,26.6,40.9
2025-10-08,18:06:14,26.6,40.8
2025-10-08,18:06:16,26.6,40.8
2025-10-08,18:06:18,26.6,40.8
2025-10-08,18:06:20,26.6,40.7
2025-10-08,18:06:22,26.6,40.7
2025-10-08,18:06:24,26.6,40.6
2025-10-08,18:06:26,26.6,40.6
2025-10-08,18:06:28,26.6,40.6
2025-10-08,18:06:30,26.6,40.5
2025-10-08,18:06:32,26.6,40.5
2025-10-08,18:06:34,26.6,40.5
2025-10-08,18:06:36,26.5,40.5
2025-10-08,18:06:38,26.6,40.5
2025-10-08,18:06:40,26.6,40.5
2025-10-08,18:06:42,26.6,40.5
2025-10-08,18:06:44,26.5,40.5
2025-10-08,18:06:46,26.5,40.4
2025-10-08,18:06:48,26.6,40.4
2025-10-08,18:06:50,26.6,40.4
2025-10-08,18:06:52,26.5,40.4
2025-10-08,18:06:54,26.6,40.5
2025-10-08,18:06:56,26.5,40.6
2025-10-08,18:06:58,26.6,40.5
2025-10-08,18:07:00,26.5,40.5
2025-10-08,18:07:02,26.6,40.4
2025-10-08,18:07:04,26.6,40.4
2025-10-08,18:07:06,26.5,40.4
2025-10-08,18:07:08,26.5,40.3
2025-10-08,18:07:10,26.6,40.2
2025-10-08,18:07:12,26.6,40.2
2025-10-08,18:07:14,26.5,40.2
2025-10-08,18:07:16,26.5,40.2
2025-10-08,18:07:18,26.5,40.2
2025-10-08,18:07:20,26.5,40.2
2025-10-08,18:07:22,26.6,40.3
2025-10-08,18:07:24,26.5,40.2
2025-10-08,18:07:26,26.5,40.2
2025-10-08,18:07:28,26.5,40.3
2025-10-08,18:07:30,26.5,40.3
2025-10-08,18:07:32,26.5,40.2
2025-10-08,18:07:34,26.5,40.3
2025-10-08,18:08:14,26.5,40.2
2025-10-08,18:08:16,26.5,40.2
2025-10-08,18:08:19,26.5,40.2
2025-10-08,18:08:21,26.5,40.2
2025-10-08,18:08:23,26.5,40.1
2025-10-08,18:08:25,26.5,40.1
2025-10-08,18:08:27,26.5,40.1
2025-10-08,18:08:29,26.5,40.1
2025-10-08,18:08:31,26.5,40.2
2025-10-08,18:08:33,26.5,40.2
2025-10-08,18:08:35,26.5,40.2
2025-10-08,18:08:37,26.5,40.1
2025-10-08,18:08:39,26.5,40.1
2025-10-08,18:08:41,26.5,40.2
2025-10-08,18:08:43,26.5,40.2
2025-10-08,18:08:45,26.5,40.2
2025-10-08,18:08:47,26.5,40.3
2025-10-08,18:08:49,26.5,40.3
2025-10-08,18:08:51,26.5,40.3
2025-10-08,18:08:53,26.6,40.3
2025-10-08,18:13:54,26.3,41.3
2025-10-08,18:13:54,26.4,41.2
2025-10-08,18:13:56,26.4,41.2
2025-10-08,18:13:58,26.4,41.2
2025-10-08,18:14:00,26.4,41.2
2025-10-08,18:14:02,26.4,41.2
2025-10-08,18:14:04,26.4,41.2
2025-10-08,18:14:06,26.3,41.2
2025-10-08,18:14:08,26.3,41.2
2025-10-08,18:14:10,26.3,41.2
2025-10-08,18:14:12,26.4,41.2
2025-10-08,18:14:14,26.4,41.2
2025-10-08,18:14:16,26.4,41.2
2025-10-08,18:14:18,26.4,41.2
2025-10-08,18:14:20,26.3,41.2
2025-10-08,18:14:22,26.4,41.3
2025-10-08,18:14:24,26.3,41.3
2025-10-08,18:14:26,26.3,41.3
2025-10-08,18:14:28,26.4,41.3
2025-10-08,18:14:30,26.3,41.3
2025-10-08,18:14:32,26.4,41.3
2025-10-08,18:14:34,26.4,41.4
2025-10-08,18:14:36,26.3,41.5
2025-10-08,18:14:38,26.3,41.5
2025-10-08,18:14:40,26.3,41.5
2025-10-08,18:14:42,26.4,41.6
2025-10-08,18:14:44,26.4,41.6
2025-10-08,18:14:46,26.3,41.7
2025-10-08,18:14:48,26.3,41.8
2025-10-08,18:14:50,26.3,41.8
2025-10-08,18:14:52,26.3,41.8
2025-10-08,18:14:54,26.3,41.9
2025-10-08,18:14:56,26.3,41.9
2025-10-08,18:14:58,26.3,42.0
2025-10-08,18:15:00,26.3,42.0
2025-10-08,18:15:02,26.3,42.1
2025-10-08,18:15:04,26.3,42.1
2025-10-08,18:15:06,26.3,42.1
2025-10-08,18:15:08,26.3,42.2
2025-10-08,18:15:10,26.3,42.2
2025-10-08,18:15:12,26.4,42.2
2025-10-08,18:15:14,26.4,42.2
2025-10-08,18:15:16,26.3,42.3
2025-10-08,18:15:18,26.3,42.4
2025-10-08,18:15:20,26.3,42.4
2025-10-08,18:15:22,26.3,42.4
2025-10-08,18:15:24,26.3,42.4
2025-10-08,18:15:26,26.3,42.4
2025-10-08,18:15:28,26.3,42.4
2025-10-08,18:15:30,26.3,42.4
2025-10-08,18:15:32,26.3,42.4
2025-10-08,18:15:34,26.3,42.3
2025-10-08,18:15:36,26.3,42.3
2025-10-08,18:15:38,26.3,42.3
2025-10-08,18:15:40,26.3,42.3
2025-10-08,18:15:42,26.3,42.3
2025-10-08,18:15:44,26.3,42.3
2025-10-08,18:15:46,26.3,42.3
2025-10-08,18:15:48,26.3,42.3
2025-10-08,18:15:50,26.3,42.3
2025-10-08,18:15:52,26.3,42.3
2025-10-08,18:15:54,26.3,42.3
2025-10-08,18:15:56,26.3,42.4
2025-10-08,18:15:58,26.3,42.4
2025-10-08,18:16:00,26.3,42.4
2025-10-08,18:16:02,26.3,42.4
2025-10-08,18:16:04,26.3,42.5
2025-10-08,18:16:06,26.3,42.5
2025-10-08,18:16:08,26.3,42.6
2025-10-08,18:16:10,26.3,42.6
2025-10-08,18:16:12,26.3,42.6
2025-10-08,18:16:14,26.3,42.6
2025-10-08,18:16:16,26.3,42.6
2025-10-08,18:16:18,26.3,42.7
2025-10-08,18:16:20,26.3,42.7
2025-10-08,18:16:22,26.3,42.7
2025-10-08,18:16:24,26.3,42.7
2025-10-08,18:16:26,26.3,42.7
2025-10-08,18:16:28,26.3,42.7
2025-10-08,18:16:30,26.3,42.7
2025-10-08,18:16:32,26.3,42.7
2025-10-08,18:16:34,26.3,42.7
2025-10-08,18:16:36,26.3,42.6
2025-10-08,18:16:38,26.3,42.6
2025-10-08,18:16:40,26.3,42.6
2025-10-08,18:16:42,26.3,42.5
2025-10-08,18:16:44,26.3,42.4
2025-10-08,18:16:46,26.3,42.4
2025-10-08,18:16:48,26.3,42.4
2025-10-08,18:16:50,26.3,42.4
2025-10-08,18:16:52,26.3,42.4
2025-10-08,18:16:54,26.3,42.4
2025-10-08,18:16:56,26.3,42.4
2025-10-08,18:16:58,26.3,42.3
2025-10-08,18:17:00,26.3,42.3
2025-10-08,18:17:02,26.3,42.2
2025-10-08,18:17:04,26.3,42.2
2025-10-08,18:17:06,26.3,42.2
2025-10-08,18:17:08,26.3,42.2
2025-10-08,18:17:10,26.3,42.1
2025-10-08,18:17:12,26.3,42.1
2025-10-08,18:17:14,26.3,42.0
2025-10-08,18:17:16,26.3,41.9
2025-10-08,18:17:18,26.3,41.8
2025-10-08,18:17:20,26.3,41.7
2025-10-08,18:17:22,26.3,41.6
2025-10-08,18:17:24,26.3,41.6
2025-10-08,18:17:26,26.3,41.6
2025-10-08,18:17:28,26.3,41.6
2025-10-08,18:17:30,26.3,41.6
2025-10-08,18:17:32,26.3,41.6
2025-10-08,18:17:34,26.3,41.6
2025-10-08,18:17:37,26.3,41.7
2025-10-08,18:17:39,26.3,41.7
2025-10-08,18:17:41,26.3,41.7
2025-10-08,18:17:43,26.3,41.7
2025-10-08,18:17:45,26.3,41.8
2025-10-08,18:17:47,26.3,41.8
2025-10-08,18:17:49,26.3,41.9
2025-10-08,18:17:51,26.3,42.1
2025-10-08,18:17:53,26.3,42.1
2025-10-08,18:17:55,26.3,42.2
2025-10-08,18:17:57,26.3,42.2
2025-10-08,18:17:59,26.3,42.1
2025-10-08,18:18:01,26.3,42.1
2025-10-08,18:18:03,26.3,42.0
2025-10-08,18:18:04,26.3,41.9
2025-10-08,18:18:06,26.3,41.8
2025-10-08,18:18:09,26.3,41.8
2025-10-08,18:18:11,26.3,41.8
2025-10-08,18:18:13,26.3,41.9
2025-10-08,18:18:15,26.3,41.9
2025-10-08,18:18:17,26.3,42.0
2025-10-08,18:18:19,26.3,42.1
2025-10-08,18:18:21,26.3,42.3
2025-10-08,18:18:23,26.3,42.4
2025-10-08,18:18:25,26.3,42.4
2025-10-08,18:18:27,26.3,42.3
2025-10-08,18:18:29,26.3,42.4
2025-10-08,18:18:31,26.3,42.3
2025-10-08,18:18:33,26.3,42.2
2025-10-08,18:18:35,26.3,42.1
2025-10-08,18:18:37,26.3,42.1
2025-10-08,18:18:39,26.3,42.0
2025-10-08,18:18:41,26.3,42.0
2025-10-08,18:18:43,26.3,42.0
2025-10-08,18:18:45,26.3,42.0
2025-10-08,18:18:46,26.3,42.1
2025-10-08,18:18:48,26.3,42.1
2025-10-08,18:18:50,26.3,42.1
2025-10-08,18:18:52,26.3,42.1
2025-10-08,18:18:54,26.3,42.1
2025-10-08,18:18:56,26.3,42.2
2025-10-08,18:18:59,26.3,42.2
2025-10-08,18:19:01,26.3,42.2
2025-10-08,18:19:03,26.3,42.4
2025-10-08,18:19:05,26.3,42.5
2025-10-08,18:19:07,26.3,42.6
2025-10-08,18:19:09,26.3,42.7
2025-10-08,18:19:11,26.3,42.7
2025-10-08,18:19:13,26.3,42.8
2025-10-08,18:19:15,26.3,42.9
2025-10-08,18:19:17,26.3,42.9
2025-10-08,18:19:19,26.3,43.0
2025-10-08,18:19:21,26.3,43.1
2025-10-08,18:19:23,26.3,43.1
2025-10-08,18:19:25,26.3,43.1
2025-10-08,18:19:27,26.3,43.1
2025-10-08,18:19:29,26.3,43.1
2025-10-08,18:19:31,26.3,43.1
2025-10-08,18:19:33,26.3,43.2
2025-10-08,18:19:35,26.3,43.2
2025-10-08,18:19:37,26.3,43.2
2025-10-08,18:19:39,26.3,43.3
2025-10-08,18:19:41,26.3,43.3
2025-10-08,18:19:43,26.3,43.4
2025-10-08,18:19:45,26.3,43.4
2025-10-08,18:19:47,26.3,43.4
2025-10-08,18:19:49,26.3,43.4
2025-10-08,18:19:51,26.3,43.4
2025-10-08,18:19:53,26.3,43.4
2025-10-08,18:19:55,26.3,43.4
2025-10-08,18:19:57,26.3,43.4
2025-10-08,18:20:43,26.3,43.4
2025-10-08,18:21:43,26.3,43.4
2025-10-08,18:22:43,26.3,43.4
2025-10-08,18:23:43,26.3,43.4
2025-10-08,18:24:43,26.3,43.3
2025-10-08,18:25:43,26.3,43.3
2025-10-08,18:26:43,26.3,43.3
2025-10-08,18:27:12,26.1,43.7
2025-10-08,18:27:14,26.1,44.0
2025-10-08,18:27:16,26.1,44.3
2025-10-08,18:27:18,26.1,44.4
2025-10-08,18:27:20,26.1,44.3
2025-10-08,18:27:22,26.1,44.3
2025-10-08,18:27:24,26.1,44.2
2025-10-08,18:27:26,26.1,44.1
2025-10-08,18:27:28,26.1,43.9
2025-10-08,18:27:30,26.1,43.9
2025-10-08,18:27:32,26.1,43.8
2025-10-08,18:27:34,26.2,43.7
2025-10-08,18:27:36,26.1,43.8
2025-10-08,18:27:38,26.1,43.8
2025-10-08,18:27:40,26.1,43.8
2025-10-08,18:27:42,26.1,43.9
2025-10-08,18:27:43,26.2,43.9
2025-10-08,18:27:44,26.1,43.8
2025-10-08,18:27:46,26.1,43.9
2025-10-08,18:27:48,26.1,43.9
2025-10-08,18:27:50,26.1,43.8
2025-10-08,18:27:52,26.1,43.9
2025-10-08,18:27:55,26.1,43.9
2025-10-08,18:27:57,26.1,43.8
2025-10-08,18:27:59,26.1,43.8
2025-10-08,18:28:01,26.1,43.8
2025-10-08,18:28:03,26.1,43.8
2025-10-08,18:28:05,26.1,43.9
2025-10-08,18:28:07,26.1,44.2
2025-10-08,18:28:09,26.1,44.4
2025-10-08,18:28:11,26.1,44.4
2025-10-08,18:28:13,26.1,44.3
2025-10-08,18:28:15,26.1,44.2
2025-10-08,18:28:17,26.1,44.0
2025-10-08,18:28:19,26.1,43.8
2025-10-08,18:28:21,26.1,43.7
2025-10-08,18:28:23,26.1,43.6
2025-10-08,18:52:51,25.6,41.8
2025-10-08,18:52:53,25.6,41.8
2025-10-08,18:52:55,25.6,41.8
2025-10-08,18:52:57,25.6,41.8
2025-10-08,18:52:59,25.6,41.8
2025-10-08,18:53:01,25.6,41.7
2025-10-08,18:53:03,25.6,41.6
2025-10-08,18:53:05,25.6,41.5
2025-10-08,18:53:07,25.6,41.5
2025-10-08,18:53:09,25.6,41.5
2025-10-08,18:53:11,25.6,42.0
2025-10-08,18:53:13,25.6,46.1
2025-10-08,18:53:15,25.6,49.8
2025-10-08,18:53:17,25.7,58.3
2025-10-08,18:53:19,25.9,69.4
2025-10-08,18:53:21,26.4,78.1
2025-10-08,18:53:23,26.9,84.2
2025-10-08,18:53:25,27.6,93.0
2025-10-08,18:53:29,28.3,99.9
2025-10-08,18:53:29,29.0,99.9
2025-10-08,18:53:31,29.5,99.9
2025-10-08,18:53:33,30.0,99.9
2025-10-08,18:53:35,30.5,99.9
2025-10-08,18:53:37,30.9,99.9
2025-10-08,18:53:39,31.3,99.9
2025-10-08,18:53:41,31.6,99.9
2025-10-08,18:53:43,31.9,99.9
2025-10-08,18:53:43,32.1,99.9
2025-10-08,18:53:45,32.2,99.9
2025-10-08,18:53:47,32.2,99.9
2025-10-08,18:53:49,32.3,99.9
2025-10-08,18:53:51,32.3,99.9
2025-10-08,18:53:53,32.2,99.9
2025-10-08,18:53:55,32.1,99.9
2025-10-08,18:53:57,32.0,99.9
2025-10-08,18:53:59,31.9,99.9
2025-10-08,18:54:01,31.7,99.9
2025-10-08,18:54:03,31.6,96.2
2025-10-08,18:54:05,31.4,93.0
2025-10-08,18:54:07,31.2,92.7
2025-10-08,18:54:09,31.1,92.6
2025-10-08,18:54:11,30.9,92.4
2025-10-08,18:54:13,30.7,92.3
2025-10-08,18:54:15,30.6,92.1
2025-10-08,18:54:18,30.4,91.9
2025-10-08,18:54:20,30.2,91.8
2025-10-08,18:54:22,30.0,91.6
2025-10-08,18:54:24,29.9,91.3
2025-10-08,18:54:26,29.7,91.2
2025-10-08,18:54:28,29.6,90.9
2025-10-08,18:54:30,29.4,90.7
2025-10-08,18:54:32,29.3,90.6
2025-10-08,18:54:34,29.1,90.4
2025-10-08,18:54:36,29.0,90.2
2025-10-08,18:54:38,28.9,90.0
2025-10-08,18:54:40,28.8,89.8
2025-10-08,18:54:42,28.7,89.4
2025-10-08,18:54:43,28.6,89.2
2025-10-08,18:54:44,28.4,88.9
2025-10-08,18:54:46,28.3,88.8
2025-10-08,22:51:15,25.3,87.8
2025-10-08,22:51:17,25.2,86.7
2025-10-08,22:51:19,25.2,85.5
2025-10-08,22:51:21,25.1,84.5
2025-10-08,22:51:23,25.1,83.6
2025-10-08,22:51:25,25.1,82.7
2025-10-08,22:51:27,25.0,82.1
2025-10-08,22:51:29,25.0,81.6
2025-10-08,22:51:31,24.9,81.1
2025-10-08,22:51:33,24.9,80.6
2025-10-08,22:51:35,24.8,80.2
2025-10-08,22:51:37,24.8,79.6
2025-10-08,22:51:39,24.8,78.9
2025-10-08,22:51:41,24.7,79.0
2025-10-08,22:51:43,24.8,80.9
2025-10-08,22:51:45,25.5,89.3
2025-10-08,22:51:47,26.2,99.9
2025-10-08,22:51:50,27.0,99.9
2025-10-08,22:51:51,27.4,99.9
2025-10-08,22:51:53,27.8,99.9
2025-10-08,22:51:55,28.3,99.9
2025-10-08,22:51:57,28.8,99.9
2025-10-08,22:51:59,29.2,99.9
2025-10-08,22:52:01,29.7,99.9
2025-10-08,22:52:03,30.1,99.9
2025-10-08,22:52:05,30.3,99.9
2025-10-08,22:52:07,30.5,99.9
2025-10-08,22:52:09,30.6,99.9
2025-10-08,22:52:11,30.6,99.9
2025-10-08,22:52:13,30.6,99.9
