timestamp,temperatura,humedad
2025-10-08 15:42:48,27.9,50.3
2025-10-08 15:42:50,28.0,48.9
2025-10-08 15:42:52,28.0,47.9
2025-10-08 15:42:54,28.0,47.0
2025-10-08 15:42:56,28.0,46.4
2025-10-08 15:42:58,28.0,45.8
2025-10-08 15:43:00,28.0,45.3
2025-10-08 15:43:02,28.1,44.8
2025-10-08 15:43:04,28.1,44.5
2025-10-08 15:43:06,28.1,44.2
2025-10-08 15:43:08,28.1,44.0
2025-10-08 15:43:10,28.1,43.8
2025-10-08 15:43:43,28.1,43.6
2025-10-08 15:44:43,28.1,43.5
2025-10-08 15:45:43,28.1,43.3
2025-10-08 15:46:43,28.1,43.2
2025-10-08 15:47:24,27.3,40.8
2025-10-08 15:47:26,27.3,40.8
2025-10-08 15:47:28,27.3,40.8
2025-10-08 15:47:30,27.3,40.7
2025-10-08 15:47:32,27.3,40.7
2025-10-08 15:47:34,27.3,40.7
2025-10-08 15:47:36,27.3,40.6
2025-10-08 15:47:38,27.2,40.6
2025-10-08 15:47:40,27.3,40.5
2025-10-08 15:47:42,27.2,40.5
2025-10-08 15:47:44,27.2,40.5
2025-10-08 15:47:46,27.2,40.4
2025-10-08 15:47:48,27.2,40.4
2025-10-08 15:47:50,27.2,40.3
2025-10-08 15:47:52,27.2,40.3
2025-10-08 15:47:54,27.2,40.2
2025-10-08 15:47:56,27.2,40.2
2025-10-08 15:47:58,27.2,40.2
2025-10-08 15:48:00,27.2,40.2
2025-10-08 15:48:02,27.2,40.1
2025-10-08 15:48:04,27.2,40.2
2025-10-08 15:48:06,27.2,40.1
2025-10-08 15:48:08,27.2,40.2
2025-10-08 15:48:10,27.2,40.2
2025-10-08 15:48:12,27.2,40.1
2025-10-08 15:48:14,27.2,40.1
2025-10-08 15:48:16,27.2,40.1
2025-10-08 15:48:18,27.1,40.1
2025-10-08 15:48:20,27.1,40.2
2025-10-08 15:48:22,27.1,40.2
2025-10-08 15:48:25,27.2,40.2
2025-10-08 15:48:27,27.2,40.2
2025-10-08 15:48:28,27.1,40.2
2025-10-08 15:48:31,27.1,40.2
2025-10-08 15:56:10,26.8,41.9
2025-10-08 15:56:12,26.8,41.7
2025-10-08 15:56:14,26.8,41.6
2025-10-08 15:56:16,26.8,41.6
2025-10-08 15:56:18,26.8,41.5
2025-10-08 15:56:20,26.8,41.4
2025-10-08 15:56:22,26.8,41.4
2025-10-08 15:56:24,26.8,41.4
2025-10-08 15:56:26,26.8,41.4
2025-10-08 15:56:28,26.8,41.4
2025-10-08 15:56:31,26.8,41.4
2025-10-08 15:56:33,26.8,41.4
2025-10-08 15:56:35,26.8,41.4
2025-10-08 15:56:37,26.8,41.4
2025-10-08 15:56:39,26.8,41.4
2025-10-08 15:56:41,26.8,41.4
2025-10-08 15:56:43,26.8,41.4
2025-10-08 15:56:45,26.8,41.5
2025-10-08 15:56:47,26.8,41.4
2025-10-08 15:56:49,26.8,41.5
2025-10-08 15:56:51,26.8,41.4
2025-10-08 15:56:52,26.8,41.5
2025-10-08 15:56:55,26.8,41.4
2025-10-08 16:04:55,26.8,43.8
2025-10-08 16:04:57,26.8,43.7
2025-10-08 16:04:59,26.8,43.7
2025-10-08 16:05:01,26.8,43.7
2025-10-08 16:05:03,26.8,43.6
2025-10-08 16:05:05,26.8,43.6
2025-10-08 16:05:07,26.8,43.5
2025-10-08 16:05:09,26.8,43.5
2025-10-08 16:05:11,26.8,45.4
2025-10-08 16:05:13,26.9,50.2
2025-10-08 16:05:15,26.9,58.2
2025-10-08 16:05:17,26.9,65.2
2025-10-08 16:05:19,27.0,70.3
2025-10-08 16:05:21,27.0,73.0
2025-10-08 16:05:23,27.3,79.9
2025-10-08 16:05:25,27.7,85.8
2025-10-08 16:05:27,28.1,91.3
2025-10-08 16:05:29,28.5,97.7
2025-10-08 16:05:31,28.9,99.9
2025-10-08 16:05:33,29.2,99.9
2025-10-08 16:05:35,29.5,99.9
2025-10-08 16:05:37,29.8,99.9
2025-10-08 16:05:39,30.1,99.9
2025-10-08 16:05:41,30.3,99.9
2025-10-08 16:05:43,30.4,99.9
2025-10-08 16:05:45,30.6,99.9
2025-10-08 16:05:47,30.7,99.9
2025-10-08 16:05:49,30.9,99.9
2025-10-08 16:05:51,31.0,99.9
2025-10-08 16:05:53,31.2,99.9
2025-10-08 16:05:55,31.3,99.9
2025-10-08 16:05:57,31.3,99.9
2025-10-08 16:06:00,31.2,99.9
2025-10-08 16:13:25,27.3,44.6
2025-10-08 16:13:27,27.3,44.5
2025-10-08 16:13:29,27.3,44.6
2025-10-08 16:13:31,27.3,44.5
2025-10-08 16:13:33,27.3,44.6
2025-10-08 16:13:35,27.3,44.6
2025-10-08 16:13:37,27.3,44.6
2025-10-08 16:13:39,27.3,44.5
2025-10-08 16:13:41,27.3,44.5
2025-10-08 16:13:43,27.3,44.4
2025-10-08 16:13:45,27.2,44.4
2025-10-08 16:13:47,27.3,44.4
2025-10-08 16:16:20,27.0,42.1
2025-10-08 16:16:21,27.0,42.0
2025-10-08 16:16:22,27.0,41.9
2025-10-08 16:16:23,27.0,41.8
2025-10-08 16:16:25,27.0,41.7
2025-10-08 16:16:27,27.0,41.6
2025-10-08 16:16:29,27.0,41.6
2025-10-08 16:16:31,27.0,41.6
2025-10-08 16:16:33,27.0,41.6
2025-10-08 16:16:35,27.0,41.6
2025-10-08 16:16:37,27.0,41.6
2025-10-08 16:16:39,27.0,41.6
2025-10-08 16:16:41,27.0,41.6
2025-10-08 16:16:43,27.0,41.6
2025-10-08 16:16:45,27.0,41.6
2025-10-08 16:16:47,27.0,41.6
2025-10-08 16:16:49,27.0,41.6
2025-10-08 16:16:51,27.0,41.5
2025-10-08 16:16:53,27.0,41.5
2025-10-08 16:16:55,27.0,41.5
2025-10-08 16:16:57,27.0,41.6
2025-10-08 16:16:59,27.0,41.5
2025-10-08 16:17:01,27.0,41.5
2025-10-08 16:17:04,27.0,41.5
2025-10-08 16:17:06,27.0,41.5
2025-10-08 16:17:08,27.0,41.5
2025-10-08 16:17:10,27.0,41.5
2025-10-08 16:17:12,27.0,41.5
2025-10-08 16:17:14,27.0,41.4
2025-10-08 16:17:16,27.0,41.4
2025-10-08 16:17:18,27.0,41.4
2025-10-08 16:17:20,27.0,41.3
2025-10-08 16:17:22,27.0,41.3
2025-10-08 16:17:24,27.0,41.3
2025-10-08 16:17:26,27.0,41.2
2025-10-08 16:17:28,27.0,41.2
2025-10-08 16:17:30,27.0,41.1
2025-10-08 16:17:32,27.0,41.2
2025-10-08 16:17:34,27.0,41.2
2025-10-08 16:17:36,27.0,41.2
2025-10-08 16:17:38,27.0,41.3
2025-10-08 16:17:40,27.0,41.6
2025-10-08 16:17:42,27.0,42.2
2025-10-08 16:17:44,27.0,42.5
2025-10-08 16:17:46,27.0,42.5
2025-10-08 16:17:48,27.0,42.5
2025-10-08 16:17:50,27.0,42.4
2025-10-08 16:17:52,27.0,42.3
2025-10-08 16:17:54,27.0,41.9
2025-10-08 16:17:56,27.0,41.6
2025-10-08 16:17:58,27.0,41.4
2025-10-08 16:18:00,27.0,41.2
2025-10-08 16:18:02,27.0,41.2
2025-10-08 16:18:43,26.9,41.1
2025-10-08 16:19:43,26.9,41.1
2025-10-08 16:20:43,26.9,41.1
2025-10-08 16:21:43,26.9,41.1
2025-10-08 16:22:43,26.9,41.2
2025-10-08 16:23:43,26.9,41.2
2025-10-08 16:24:43,26.9,41.2
2025-10-08 16:27:04,27.0,41.8
2025-10-08 16:27:06,27.0,41.7
2025-10-08 16:27:08,27.0,41.8
2025-10-08 16:27:10,27.0,41.8
2025-10-08 16:27:13,27.0,41.8
2025-10-08 16:27:15,27.0,41.7
2025-10-08 16:27:17,27.0,41.6
2025-10-08 16:27:19,27.0,41.4
2025-10-08 16:27:21,27.0,41.3
2025-10-08 16:27:23,27.0,41.3
2025-10-08 16:27:25,27.0,41.2
2025-10-08 16:27:27,27.0,41.0
2025-10-08 16:27:29,27.0,41.0
2025-10-08 16:27:30,27.0,41.0
2025-10-08 16:27:32,27.0,40.9
2025-10-08 16:27:35,27.0,40.9
2025-10-08 16:27:37,27.0,40.8
2025-10-08 16:27:39,27.0,40.8
2025-10-08 16:27:41,27.0,40.9
2025-10-08 16:27:43,27.0,40.9
2025-10-08 16:27:45,27.0,40.9
2025-10-08 16:27:47,27.0,40.8
2025-10-08 16:27:49,27.0,40.7
2025-10-08 16:27:51,27.0,40.6
2025-10-08 16:27:53,27.0,40.6
2025-10-08 16:27:55,27.0,40.5
2025-10-08 16:27:57,27.0,40.5
2025-10-08 16:27:59,27.0,40.4
2025-10-08 16:28:01,27.0,40.4
2025-10-08 16:28:03,27.0,40.3
2025-10-08 16:28:05,27.0,40.3
2025-10-08 16:28:07,27.0,40.2
2025-10-08 16:28:09,27.0,40.2
2025-10-08 16:28:11,27.0,40.2
2025-10-08 16:28:13,27.0,40.2
2025-10-08 16:28:15,27.0,40.2
2025-10-08 16:28:17,27.0,40.1
2025-10-08 16:28:19,27.0,40.1
2025-10-08 16:28:21,27.0,40.0
2025-10-08 16:28:23,27.0,39.9
2025-10-08 16:28:25,27.0,39.9
2025-10-08 16:28:27,27.0,39.8
2025-10-08 16:28:29,27.0,39.8
2025-10-08 16:28:31,27.0,39.8
2025-10-08 16:28:33,27.0,39.7
2025-10-08 16:28:43,27.0,39.7
2025-10-08 16:29:43,27.0,39.6
